Nombre,Posicion,Temporadas,Puntos Totales,Promedio Puntos Por Partido,Rebotes Totales,Promedio Rebotes Por Partido,Asistencias Totales,Promedio Asistencias Por Partido,Robos Totales,Bloqueos Totales,Porcentaje Tiros De Campo,Porcentaje Tiros Libres,Porcentaje Tiros Triples
Christian Laettner,Ala-Pivot,13,4956,6.1,2606,3.2,1092,1.3,253,161,51.8,82.2,48.5
